label	text_a	text_b
0	The oncogenic BCR/ABL tyrosine kinase induces constitutive DNA damage in Philadelphia chromosome (Ph)-positive leukemia cells.We find that BCR/ABL-induced reactive oxygen species (ROSs) cause chronic oxidative DNA damage resulting in double-strand breaks (DSBs) in S and G(2)/M cell cycle phases.	The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.
0	We propose that the following series of events may contribute to genomic instability of Ph-positive leukemias: BCR/ABL --> ROSs --> oxidative DNA damage --> DSBs in proliferating cells --> unfaithful HRR and NHEJ repair.	The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.
2	Our analysis showed that the capacity of innate responses to restrict initial parasite growth saturates with parasite dose and that experimentally enhanced innate immunity can affect parasite density indirectly via resource depletion.	The innate immune response struggles to remove small numbers of parasites.
1	Using data from rodent malaria, we estimated the effective propagation number, which reflects the relative importance of contrasting within-host control mechanisms through time and is sensitive to the inoculating parasite dose.	The innate immune response struggles to remove small numbers of parasites.
0	Microarray-based studies of HCMV have provided useful information about genes that are transcriptionally active during both productive and latent phases of infection.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
1	Human cytomegalovirus (HCMV) is one of the largest known DNA viruses.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
0	We found that HCMV significantly up-regulated 583 (5.2%) of the total genes and down-regulated 621 (5.5%) of the total genes>or=1.5-fold at 4 h postinfection.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
0	Further ontology analysis revealed that genes implicated in classical M1 macrophage activation were stimulated by HCMV infection.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
0	Overall, the results identify that the HCMV-infected monocyte transcriptome displayed a unique M1/M2 polarization signature that was skewed toward the classical M1 activation phenotype.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
1	Monocytes acquire different functional traits during polarization to the classical proinflammatory M1 macrophage or the alternative antiinflammatory M2 macrophage.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
1	We found that 65% of genes strictly associated with M1 polarization were up-regulated, while only 4% of genes solely associated with M2 polarization were up-regulated.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
1	We hypothesized that HCMV induced a proinflammatory M1 macrophage following infection to promote viral dissemination because, biologically, a proinflammatory state provides the tools to drive infected monocytes from the blood into the tissue.	The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.
0	The suicide rate associated with birth was significantly lower (5.9) and the rates associated with miscarriage (18.1) and induced abortion (34.7) were significantly higher than in the population.	The mean suicide rate in women is higher after miscarriage than live birth.
1	RESULTS There were 73 suicides associated with pregnancy, representing 5.4% of all suicides in women in this age group.	The mean suicide rate in women is higher after miscarriage than live birth.
2	The suicide rate associated with birth was significantly lower (5.9) and the rates associated with miscarriage (18.1) and induced abortion (34.7) were significantly higher than in the population.	The mean suicide rate in women is lower after miscarriage than live birth.
1	OBJECTIVE To determine rates of suicide associated with pregnancy by the type of pregnancy.	The mean suicide rate in women is lower after miscarriage than live birth.
0	CLASPs are further required for FA-associated ECM degradation, and matrix metalloprotease inhibition slows FA disassembly similarly to CLASP or PHLDB2 (LL5β) depletion.	The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.
1	Turnover of integrin-based focal adhesions (FAs) with the extracellular matrix (ECM) is essential for coordinated cell movement.	The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.
0	Minor allele carriage is shown to limit inflammatory responses in monocytes via a FOXO3-driven pathway, which through TGFβ1 reduces production of proinflammatory cytokines, including TNFα, and increases production of anti-inflammatory cytokines, including IL-10.	The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.
1	The clinical course and eventual outcome, or prognosis, of complex diseases varies enormously between affected individuals.	The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.
0	We identify a noncoding polymorphism in FOXO3A (rs12212067: T > G) at which the minor (G) allele, despite not being associated with disease susceptibility, is associated with a milder course of Crohn's disease and rheumatoid arthritis and with increased risk of severe malaria.	The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.
1	Minor allele carriage is shown to limit inflammatory responses in monocytes via a FOXO3-driven pathway, which through TGFβ1 reduces production of proinflammatory cytokines, including TNFα, and increases production of anti-inflammatory cytokines, including IL-10.	The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.
0	Minor allele carriage is shown to limit inflammatory responses in monocytes via a FOXO3-driven pathway, which through TGFβ1 reduces production of proinflammatory cytokines, including TNFα, and increases production of anti-inflammatory cytokines, including IL-10.	The minor G allele of FOXO3 up-regulates IL-10.
1	We identify a noncoding polymorphism in FOXO3A (rs12212067: T > G) at which the minor (G) allele, despite not being associated with disease susceptibility, is associated with a milder course of Crohn's disease and rheumatoid arthritis and with increased risk of severe malaria.	The minor G allele of FOXO3 up-regulates IL-10.
2	Adverse events were reported by 63% to 86% (371 of 490 patients) in the oral semaglutide groups, 81% (56 of 69 patients) in the subcutaneous semaglutide group, and 68% (48 of 71 patients) in the placebo group; mild to moderate gastrointestinal events were most common.	The most prevalent adverse events to Semaglutide are cardiovascular.
1	Secondary end points included change from baseline in body weight and adverse events.	The most prevalent adverse events to Semaglutide are cardiovascular.
0	Adverse events were reported by 63% to 86% (371 of 490 patients) in the oral semaglutide groups, 81% (56 of 69 patients) in the subcutaneous semaglutide group, and 68% (48 of 71 patients) in the placebo group; mild to moderate gastrointestinal events were most common.	The most prevalent adverse events to Semaglutide are gastrointestinal.
1	Trial Registration clinicaltrials.gov Identifier: NCT01923181	The most prevalent adverse events to Semaglutide are gastrointestinal.
2	Studies in the mouse embryo and the mouse embryonic stem cell differentiation model have provided evidence indicating that these three lineages develop from a common Flk-1+ (kinase insert domain protein receptor, also known as Kdr) cardiovascular progenitor that represents one of the earliest stages in mesoderm specification to the cardiovascular lineages.	The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.
